popid,pop
2968,0
2969,43
2970,66
2971,70
2972,60
2973,67
2974,51
2975,51
2976,51
2977,68
2978,78
2979,98
2980,83
2981,77
2982,60
2983,62
2984,6
2985,48
2986,26
2987,49
2988,47
2989,40
2990,40
2991,54
2992,17
2993,9
2994,0
2995,0
2996,5
2997,0
2998,25
2999,90
3000,57
3001,59
3002,129
3003,74
3004,77
3005,71
3006,59
3007,57
3008,55
3009,60
3010,44
3011,52
3012,137
3013,62
3014,36
3015,157
3016,37
3017,0
3018,0
3019,47
3020,31
3021,20
3022,53
3023,90
3024,59
3025,63
3026,74
3027,66
3028,120
3029,58
3030,29
3031,48
3032,33
3033,35
3034,81
3035,82
3036,48
3037,68
3038,79
3039,21
3040,24
3041,62
3042,127
3043,104
3044,34
3045,1
3046,37
3047,55
3048,101
3049,98
3050,47
3051,64
3052,13
3053,67
3054,100
3055,108
3056,5
3057,36
3058,69
3059,37
3060,48
3061,70
3062,101
3063,61
3064,31
3065,82
3066,55
3067,0
3068,93
3069,137
3070,77
3071,19
3072,0
3073,119
3074,82
3075,21
3076,39
3077,63
3078,49
3079,74
3080,44
3081,53
3082,51
3083,69
3084,60
3085,53
3086,32
3087,22
3088,52
3089,62
3090,55
3091,56
3092,51
3093,179
3094,38
3095,52
3096,92
3097,80
3098,52
3099,342
3100,45
3101,61
3102,40
3103,63
3104,67
3105,70
3106,122
3107,27
3108,41
3109,109
3110,147
3111,110
3112,112
3113,88
3114,42
3115,13
3116,27
3117,31
3118,41
3119,0
3120,92
3121,94
3122,116
3123,14
3124,10
3125,42
3126,37
3127,55
3128,21
3129,16
3130,107
3131,11
3132,46
3133,49
3134,33
3135,21
3136,244
3137,181
3138,29
3139,51
3140,71
3141,0
3142,69
3143,57
3144,0
3145,40
3146,57
3147,27
3148,27
3149,66
3150,46
3151,25
3152,84
3153,66
3154,71
3155,93
3156,47
3157,85
3158,11
3159,101
3160,33
3161,83
3162,130
3163,102
3164,153
3165,157
3166,59
3167,118
3168,124
3169,39
3170,91
3171,173
3172,187
3173,85
3174,58
3175,131
3176,0
3177,174
3178,134
3179,0
3180,101
3181,79
3182,8
3183,13
3184,70
3185,125
3186,22
3187,151
3188,191
3189,176
3190,71
3191,61
3192,73
3193,74
3194,0
3195,0
3196,94
3197,61
3198,85
3199,53
3200,295
3201,105
3202,0
3203,54
3204,45
3205,91
3206,51
3207,44
3208,46
3209,43
3210,32
3211,47
3212,38
3213,24
3214,41
3215,57
3216,17
3217,30
3218,43
3219,101
3220,81
3221,95
3222,48
3223,20
3224,45
3225,45
3226,116
3227,24
3228,59
3229,55
3230,74
3231,25
3232,40
3233,117
3234,95
3235,97
3236,0
3237,67
3238,109
3239,67
3240,65
3241,75
3242,65
3243,72
3244,75
3245,69
3246,93
3247,27
3248,0
3249,29
3250,25
3251,56
3252,60
3253,92
3254,91
3255,96
3256,76
3257,139
3258,88
3259,37
3260,157
3261,85
3262,130
3263,85
3264,43
3265,0
3266,63
3267,131
3268,85
3269,126
3270,110
3271,52
3272,75
3273,60
3274,49
3275,0
3276,30
3277,44
3278,99
3279,75
3280,91
3281,80
3282,47
3283,101
3284,11
3285,32
3286,118
3287,30
3288,31
3289,44
3290,0
3291,215
3292,66
3293,25
3294,80
3295,84
3296,105
3297,32
3298,0
3299,113
3300,491
3301,96
3302,97
3303,81
3304,116
3305,52
3306,97
3307,74
3308,92
3309,831
3310,191
3311,418
3312,0
3313,0
3314,0
3315,0
3316,0
3317,1086
3318,1316
3319,0
3320,434
3321,561
3322,421
3323,40
3324,0
3325,0
3326,0
3327,508
3328,165
3329,0
3330,0
3331,0
3332,0
3333,0
3334,0
3335,0
3336,0
3337,688
3338,192
3339,467
3340,931
3341,924
3342,819
3343,96
3344,79
3345,654
3346,883
3347,166
3348,206
3349,190
3350,122
3351,107
3352,49
3353,39
3354,121
3355,118
3356,93
3357,91
3358,208
3359,43
3360,85
3361,9
3362,208
3363,135
3364,67
3365,0
3366,127
3367,223
3368,0
3369,31
3370,178
3371,37
3372,16
3373,0
3374,65
3375,50
3376,0
3377,0
3378,99
3379,57
3380,86
3381,0
3382,133
3383,148
3384,173
3385,127
3386,117
3387,130
3388,155
3389,106
3390,19
3391,65
3392,62
3393,80
3394,72
3395,76
3396,94
3397,98
3398,53
3399,57
3400,72
3401,52
3402,101
3403,163
3404,72
3405,111
3406,109
3407,105
3408,97
3409,106
3410,98
3411,42
3412,6
3413,70
3414,80
3415,124
3416,66
3417,75
3418,93
3419,113
3420,70
3421,6
3422,607
3423,100
3424,405
3425,0
3426,0
3427,367
3428,274
3429,112
3430,69
3431,376
3432,387
3433,442
3434,40
3435,290
3436,0
3437,0
3438,112
3439,73
3440,888
3441,3
3442,437
3443,706
3444,361
3445,323
3446,187
3447,101
3448,650
3449,0
3450,0
3451,0
3452,0
3453,1
3454,0
3455,0
3456,199
3457,643
3458,0
3459,0
3460,0
3461,632
3462,0
3463,0
3464,0
3465,0
3466,0
3467,0
3468,505
3469,18
3470,19
3471,219
3472,26
3473,8
3474,241
3475,328
3476,240
3477,43
3478,109
3479,422
3480,305
3481,86
3482,75
3483,230
3484,26
3485,0
3486,79
3487,174
3488,59
3489,168
3490,69
3491,211
3492,223
3493,94
3494,127
3495,134
3496,227
3497,34
3498,133
3499,103
3500,41
3501,120
3502,42
3503,34
3504,170
3505,97
3506,285
3507,93
3508,102
3509,254
3510,32
3511,28
3512,54
3513,51
3514,70
3515,45
3516,2
3517,70
3518,73
3519,100
3520,146
3521,148
3522,129
3523,129
3524,133
3525,129
3526,104
3527,21
3528,18
3529,101
3530,6
3531,49
3532,89
3533,81
3534,32
3535,7
3536,103
3537,83
3538,32
3539,27
3540,53
3541,131
3542,96
3543,136
3544,129
3545,139
3546,126
3547,76
3548,75
3549,82
3550,38
3551,62
3552,120
3553,90
3554,58
3555,32
3556,41
3557,58
3558,65
3559,26
3560,63
3561,43
3562,43
3563,53
3564,55
3565,9
3566,84
3567,34
3568,40
3569,74
3570,54
3571,53
3572,68
3573,17
3574,56
3575,65
3576,78
3577,0
3578,93
3579,83
3580,141
3581,83
3582,52
3583,57
3584,44
3585,98
3586,61
3587,46
3588,97
3589,60
3590,44
3591,79
3592,9
3593,90
3594,85
3595,183
3596,69
3597,87
3598,111
3599,78
3600,74
3601,101
3602,7
3603,134
3604,70
3605,119
3606,51
3607,14
3608,5
3609,128
3610,50
3611,103
3612,42
3613,71
3614,263
3615,31
3616,94
3617,84
3618,89
3619,37
3620,28
3621,69
3622,108
3623,82
3624,87
3625,95
3626,81
3627,0
3628,90
3629,78
3630,115
3631,100
3632,34
3633,43
3634,25
3635,198
3636,48
3637,47
3638,12
3639,66
3640,25
3641,131
3642,66
3643,90
3644,66
3645,79
3646,93
3647,49
3648,94
3649,8
3650,59
3651,68
3652,90
3653,29
3654,36
3655,38
3656,80
3657,88
3658,60
3659,60
3660,58
3661,40
3662,58
3663,50
3664,19
3665,79
3666,97
3667,80
3668,63
3669,98
3670,114
3671,99
3672,3
3673,0
3674,64
3675,59
3676,18
3677,99
3678,41
3679,72
3680,73
3681,80
3682,56
3683,64
3684,72
3685,18
3686,63
3687,62
3688,109
3689,70
3690,97
3691,69
3692,93
3693,52
3694,36
3695,60
3696,74
3697,98
3698,86
3699,70
3700,85
3701,75
3702,66
3703,65
3704,22
3705,131
3706,129
3707,26
3708,147
3709,60
3710,77
3711,74
3712,114
3713,86
3714,61
3715,54
3716,103
3717,147
3718,65
3719,97
3720,99
3721,64
3722,81
3723,92
3724,77
3725,60
3726,89
3727,144
3728,44
3729,69
3730,27
3731,235
3732,1
3733,54
3734,94
3735,111
3736,88
3737,102
3738,106
3739,109
3740,143
3741,34
3742,36
3743,88
3744,46
3745,54
3746,73
3747,124
3748,0
3749,85
3750,66
3751,88
3752,25
3753,72
3754,29
3755,115
3756,19
3757,77
3758,88
3759,127
3760,116
3761,45
3762,50
3763,25
3764,136
3765,66
3766,82
3767,81
3768,60
3769,77
3770,75
3771,85
3772,108
3773,62
3774,37
3775,146
3776,64
3777,69
3778,106
3779,82
3780,33
3781,82
3782,0
3783,151
3784,14
3785,90
3786,197
3787,0
3788,325
3789,181
3790,44
3791,85
3792,0
3793,9
3794,112
3795,80
3796,164
3797,30
3798,83
3799,61
3800,83
3801,68
3802,17
3803,121
3804,61
3805,49
3806,104
3807,61
3808,32
3809,103
3810,22
3811,128
3812,0
3813,46
3814,136
3815,104
3816,84
3817,128
3818,478
3819,610
3820,38
3821,26
3822,36
3823,90
3824,212
3825,69
3826,229
3827,101
3828,138
3829,146
3830,295
3831,421
3832,153
3833,203
3834,540
3835,337
3836,0
3837,119
3838,235
3839,72
3840,68
3841,26
3842,5
3843,14
3844,53
3845,3
3846,52
3847,0
3848,0
3849,0
3850,0
3851,580
3852,772
3853,0
3854,167
3855,97
3856,371
3857,199
3858,773
3859,264
3860,163
3861,363
3862,269
3863,509
3864,264
3865,145
3866,179
3867,477
3868,220
3869,356
3870,222
3871,177
3872,119
3873,418
3874,328
3875,561
3876,845
3877,342
3878,156
3879,64
3880,139
3881,715
3882,132
3883,0
3884,0
3885,428
3886,0
3887,0
3888,0
3889,0
3890,0
3891,773
3892,51
3893,75
3894,611
3895,224
3896,112
3897,0
3898,96
3899,0
3900,398
3901,175
3902,32
3903,406
3904,480
3905,881
3906,6
3907,388
3908,153
3909,316
3910,378
3911,0
3912,0
3913,0
3914,0
3915,0
3916,0
3917,0
3918,0
3919,0
3920,0
3921,0
3922,365
3923,444
3924,385
3925,0
3926,202
3927,497
3928,99
3929,245
3930,166
3931,4
3932,121
3933,154
3934,151
3935,774
3936,578
3937,247
3938,231
3939,357
3940,296
3941,0
3942,98
3943,195
3944,130
3945,209
3946,73
3947,211
3948,85
3949,144
3950,76
3951,138
3952,426
3953,127
3954,143
3955,164
3956,183
3957,117
3958,172
3959,191
3960,185
3961,225
3962,96
3963,58
3964,36
3965,26
3966,93
3967,299
3968,110
3969,112
3970,78
3971,0
3972,0
3973,24
3974,60
3975,106
3976,72
3977,57
3978,41
3979,124
3980,102
3981,178
3982,59
3983,88
3984,74
3985,104
3986,92
3987,67
3988,14
3989,60
3990,0
3991,35
3992,93
3993,0
3994,17
3995,1
3996,0
3997,87
3998,52
3999,200
4000,145
4001,78
4002,208
4003,46
4004,108
4005,69
4006,72
4007,66
4008,65
4009,115
4010,46
4011,0
4012,0
4013,242
4014,24
4015,27
4016,0
4017,180
4018,59
4019,0
4020,145
4021,104
4022,48
4023,0
4024,13
4025,67
4026,344
4027,0
4028,87
4029,13
4030,0
4031,51
4032,92
4033,73
4034,67
4035,58
4036,30
4037,58
4038,89
4039,25
4040,39
4041,47
4042,25
4043,49
4044,29
4045,34
4046,3
4047,63
4048,53
4049,23
4050,125
4051,49
4052,12
4053,13
4054,77
4055,36
4056,37
4057,92
4058,104
4059,114
4060,106
4061,82
4062,26
4063,92
4064,116
4065,139
4066,60
4067,0
4068,59
4069,64
4070,81
4071,134
4072,165
4073,125
4074,143
4075,7
4076,4
4077,3
4078,119
4079,23
4080,45
4081,16
4082,45
4083,43
4084,556
4085,44
4086,24
4087,21
4088,85
4089,61
4090,120
4091,90
4092,155
4093,76
4094,92
4095,62
4096,130
4097,21
4098,24
4099,50
4100,38
4101,54
4102,139
4103,139
4104,174
4105,731
4106,5
4107,44
4108,37
4109,63
4110,29
4111,145
4112,63
4113,26
4114,106
4115,52
4116,50
4117,56
4118,81
4119,16
4120,42
4121,31
4122,60
4123,128
4124,69
4125,33
4126,76
4127,31
4128,32
4129,56
4130,0
4131,69
4132,21
4133,26
4134,11
4135,42
4136,56
4137,76
4138,179
4139,0
4140,104
4141,86
4142,331
4143,646
4144,78
4145,182
4146,133
4147,48
4148,2
4149,74
4150,31
4151,110
4152,145
4153,159
4154,84
4155,0
4156,3
4157,0
4158,117
4159,197
4160,0
4161,0
4162,85
4163,0
4164,134
4165,14
4166,174
4167,36
4168,76
4169,111
4170,86
4171,56
4172,0
4173,397
4174,14
4175,316
4176,938
4177,0
4178,2
4179,109
4180,175
4181,91
4182,82
4183,77
4184,52
4185,109
4186,0
4187,51
4188,63
4189,89
4190,75
4191,60
4192,68
4193,54
4194,83
4195,48
4196,99
4197,95
4198,68
4199,62
4200,143
4201,82
4202,69
4203,81
4204,52
4205,54
4206,88
4207,84
4208,58
4209,55
4210,89
4211,73
4212,77
4213,77
4214,83
4215,22
4216,22
4217,29
4218,408
4219,29
4220,0
4221,105
4222,13
4223,39
4224,27
4225,37
4226,32
4227,29
4228,48
4229,63
4230,31
4231,136
4232,94
4233,53
4234,59
4235,79
4236,83
4237,83
4238,68
4239,7
4240,47
4241,111
4242,46
4243,40
4244,0
4245,67
4246,94
4247,35
4248,61
4249,15
4250,32
4251,43
4252,64
4253,142
4254,135
4255,89
4256,73
4257,88
4258,41
4259,51
4260,37
4261,37
4262,100
4263,23
4264,0
4265,0
4266,40
4267,73
4268,0
4269,90
4270,0
4271,23
4272,26
4273,136
4274,37
4275,100
4276,171
4277,30
4278,55
4279,112
4280,91
4281,117
4282,95
4283,131
4284,70
4285,118
4286,0
4287,74
4288,0
4289,100
4290,94
4291,345
4292,145
4293,43
4294,79
4295,134
4296,61
4297,74
4298,66
4299,88
4300,18
4301,86
4302,99
4303,192
4304,93
4305,207
4306,580
4307,77
4308,173
4309,82
4310,54
4311,5
4312,51
4313,40
4314,0
4315,125
4316,35
4317,78
4318,88
4319,95
4320,110
4321,190
4322,109
4323,197
4324,89
4325,70
4326,344
4327,0
4328,0
4329,0
4330,0
4331,0
4332,215
4333,751
4334,0
4335,0
4336,0
4337,0
4338,733
4339,0
4340,418
4341,244
4342,805
4343,0
4344,0
4345,74
4346,91
4347,397
4348,33
4349,59
4350,78
4351,112
4352,59
4353,24
4354,110
4355,46
4356,583
4357,29
4358,0
4359,0
4360,1088
4361,0
4362,0
4363,0
4364,0
4365,0
4366,0
4367,0
4368,0
4369,0
4370,0
4371,0
4372,0
4373,838
4374,2
4375,0
4376,11
4377,16
4378,140
4379,144
4380,0
4381,0
4382,0
4383,0
4384,0
4385,88
4386,47
4387,46
4388,44
4389,99
4390,40
4391,85
4392,40
4393,109
4394,115
4395,5
4396,93
4397,38
4398,80
4399,8
4400,221
4401,0
4402,0
4403,5
4404,569
4405,55
4406,0
4407,0
4408,370
4409,30
4410,105
4411,9
4412,86
4413,42
4414,64
4415,174
4416,112
4417,103
4418,148
4419,45
4420,79
4421,98
4422,128
4423,81
4424,126
4425,85
4426,85
4427,98
4428,81
4429,129
4430,147
4431,116
4432,57
4433,51
4434,33
4435,70
4436,73
4437,144
4438,147
4439,53
4440,41
4441,238
4442,217
4443,221
4444,6
4445,0
4446,0
4447,25
4448,98
4449,62
4450,183
4451,221
4452,55
4453,24
4454,27
4455,247
4456,167
4457,123
4458,543
4459,136
4460,126
4461,45
4462,213
4463,328
4464,107
4465,98
4466,3
4467,53
4468,134
4469,56
4470,25
4471,236
4472,152
4473,30
4474,126
4475,259
4476,259
4477,76
4478,151
4479,829
4480,116
4481,0
4482,0
4483,0
4484,376
4485,158
4486,24
4487,344
4488,101
4489,9
4490,90
4491,0
4492,0
4493,0
4494,0
4495,35
4496,166
4497,264
4498,609
4499,0
4500,0
4501,0
4502,0
4503,0
4504,0
4505,0
4506,0
4507,0
4508,498
4509,166
4510,125
4511,338
4512,208
4513,63
4514,6
4515,831
4516,0
4517,269
4518,46
4519,164
4520,0
4521,227
4522,110
4523,183
4524,232
4525,0
4526,634
4527,0
4528,310
4529,212
4530,87
4531,446
4532,0
4533,375
4534,149
4535,712
4536,0
4537,166
4538,285
4539,148
4540,457
4541,264
4542,409
4543,105
4544,159
4545,311
4546,0
4547,40
4548,50
4549,38
4550,0
4551,665
4552,44
4553,583
4554,26
4555,73
4556,27
4557,48
4558,221
4559,17
4560,2
4561,0
4562,101
4563,145
4564,0
4565,270
4566,14
4567,32
4568,14
4569,252
4570,774
4571,45
4572,3
4573,0
4574,0
4575,256
4576,9
4577,4
4578,47
4579,36
4580,95
4581,126
4582,163
4583,122
4584,761
4585,371
4586,831
4587,192
4588,68
4589,172
4590,34
4591,118
4592,0
4593,16
4594,7
4595,109
4596,21
4597,58
4598,75
4599,124
4600,137
4601,88
4602,74
4603,451
4604,8
4605,0
4606,372
4607,5
4608,0
4609,0
4610,100
4611,28
4612,42
4613,9
4614,478
4615,0
4616,278
4617,8
4618,283
4619,75
4620,335
4621,249
4622,388
4623,40
4624,7
4625,38
4626,63
4627,37
4628,1276
4629,2
4630,522
4631,8
4632,1285
4633,2
4634,299
4635,7
4636,65
4637,0
4638,333
4639,8
4640,904
4641,672
4642,161
4643,0
4644,0
4645,8
4646,210
4647,424
4648,204
4649,530
4650,87
4651,56
4652,925
4653,363
4654,456
4655,0
4656,3
4657,0
4658,233
4659,0
4660,83
4661,41
4662,0
4663,0
4664,244
4665,2
4666,533
4667,684
4668,0
4669,395
4670,2
4671,139
4672,142
4673,8
4674,724
4675,77
4676,293
4677,0
4678,0
4679,0
4680,0
4681,0
4682,0
4683,0
4684,0
4685,0
4686,0
4687,2
4688,556
4689,645
4690,175
4691,0
4692,0
4693,0
4694,632
4695,226
4696,759
4697,251
4698,521
4699,0
4700,0
4701,0
4702,544
4703,0
4704,0
4705,0
4706,117
4707,664
4708,337
4709,507
4710,0
4711,709
4712,0
4713,0
4714,0
4715,3
4716,0
4717,369
4718,238
4719,347
4720,273
4721,4
4722,622
4723,0
4724,0
4725,0
4726,0
4727,361
4728,0
4729,0
4730,0
4731,0
4732,0
4733,0
4734,0
4735,0
4736,0
4737,39
4738,0
4739,0
4740,0
4741,0
4742,546
4743,0
4744,0
4745,711
4746,0
4747,0
4748,0
4749,0
4750,0
4751,0
4752,0
4753,0
4754,0
4755,0
4756,428
4757,726
4758,774
4759,0
4760,0
4761,0
4762,0
4763,0
4764,0
4765,1477
4766,299
4767,539
4768,0
4769,0
4770,0
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,620
4778,370
4779,0
4780,0
4781,151
4782,0
4783,0
4784,0
4785,0
4786,0
4787,0
4788,0
4789,485
4790,0
4791,0
4792,0
4793,0
4794,0
4795,562
4796,101
4797,0
4798,97
4799,4
4800,0
4801,0
4802,345
4803,22
4804,0
4805,0
4806,0
4807,0
4808,0
4809,1259
4810,255
4811,0
4812,0
4813,0
4814,0
4815,0
4816,648
4817,0
4818,708
4819,140
4820,0
4821,462
4822,11
4823,273
4824,0
4825,617
4826,466
4827,0
4828,0
4829,307
4830,218
4831,3
4832,440
4833,213
4834,0
4835,0
4836,277
4837,0
4838,0
4839,0
4840,0
4841,29
4842,0
4843,0
4844,0
4845,0
4846,0
4847,570
4848,0
4849,0
4850,0
4851,752
4852,0
4853,0
4854,0
4855,0
4856,203
4857,0
4858,0
4859,396
4860,0
4861,511
4862,787
4863,0
4864,0
4865,18
4866,0
4867,0
4868,0
4869,0
4870,929
4871,0
4872,4
4873,748
4874,152
4875,503
4876,0
4877,65
4878,56
4879,0
4880,10
4881,15
4882,115
4883,0
4884,75
4885,48
4886,0
4887,295
4888,72
4889,1
4890,387
4891,0
4892,0
4893,0
4894,3
4895,0
4896,22
4897,5
4898,0
4899,0
4900,2
4901,0
4902,0
4903,0
4904,0
4905,84
4906,0
4907,0
4908,0
4909,199
4910,0
4911,0
4912,0
4913,14
4914,3
4915,0
4916,0
4917,27
4918,158
4919,0
4920,0
4921,20
4922,0
4923,0
4924,0
4925,3
4926,0
4927,0
4928,21
4929,0
4930,0
4931,2
4932,0
4933,0
4934,0
4935,0
4936,0
4937,335
4938,0
4939,527
4940,35
4941,0
4942,127
4943,19
4944,38
4945,287
4946,265
4947,351
4948,0
4949,2
4950,536
4951,177
4952,332
4953,0
4954,0
4955,138
4956,13
4957,145
4958,444
4959,231
4960,0
4961,0
4962,180
4963,0
4964,8
4965,0
4966,0
4967,13
4968,0
4969,0
4970,27
4971,0
4972,0
4973,3
4974,0
4975,0
4976,0
4977,0
4978,364
4979,157
4980,34
4981,158
4982,1
4983,0
4984,0
4985,4
4986,0
4987,5
4988,0
4989,0
4990,0
4991,0
4992,8
4993,0
4994,0
4995,0
4996,0
4997,120
4998,0
4999,0
5000,0
5001,29
5002,0
5003,0
5004,0
5005,0
5006,225
5007,0
5008,14
5009,169
5010,0
5011,0
5012,0
5013,0
5014,0
5015,215
5016,105
5017,54
5018,0
5019,437
5020,0
5021,0
5022,0
5023,0
5024,0
5025,58
5026,0
5027,195
5028,487
5029,372
5030,0
5031,0
5032,19
5033,0
5034,0
5035,9
5036,0
5037,0
5038,0
5039,5
5040,286
5041,0
5042,0
5043,0
5044,0
5045,0
5046,0
5047,0
5048,18
5049,23
5050,72
5051,134
5052,343
5053,185
5054,53
5055,59
5056,51
5057,40
5058,33
5059,42
5060,0
5061,4
5062,41
5063,21
5064,24
5065,16
5066,8
5067,38
5068,35
5069,29
5070,27
5071,23
5072,43
5073,34
5074,29
5075,33
5076,33
5077,39
5078,53
5079,37
5080,47
5081,39
5082,33
5083,42
5084,39
5085,37
5086,34
5087,38
5088,16
5089,92
5090,141
5091,36
5092,39
5093,50
5094,30
5095,39
5096,34
5097,47
5098,38
5099,34
5100,46
5101,31
5102,26
5103,28
5104,25
5105,15
5106,27
5107,33
5108,37
5109,34
5110,20
5111,29
5112,32
5113,0
5114,6
5115,0
5116,22
5117,0
5118,12
5119,34
5120,46
5121,35
5122,39
5123,44
5124,37
5125,3
5126,122
5127,30
5128,6
5129,18
5130,20
5131,9
5132,7
5133,14
5134,12
5135,4
5136,64
5137,29
5138,47
5139,34
5140,26
5141,0
5142,5
5143,13
5144,10
5145,16
5146,36
5147,36
5148,52
5149,14
5150,16
5151,22
5152,14
5153,15
5154,25
5155,32
5156,30
5157,32
5158,45
5159,31
5160,24
5161,26
5162,20
5163,39
5164,25
5165,35
5166,26
5167,43
5168,50
5169,35
5170,12
5171,23
5172,15
5173,13
5174,6
5175,6
5176,34
5177,34
5178,41
5179,48
5180,19
5181,0
5182,25
5183,45
5184,32
5185,34
5186,49
5187,31
5188,19
5189,42
5190,37
5191,47
5192,39
5193,41
5194,34
5195,37
5196,29
5197,45
5198,25
5199,28
5200,45
5201,38
5202,25
5203,53
5204,48
5205,59
5206,38
5207,46
5208,27
5209,34
5210,1
5211,48
5212,46
5213,45
5214,47
5215,52
5216,42
5217,110
5218,50
5219,76
5220,56
5221,37
5222,23
5223,61
5224,32
5225,40
5226,0
5227,24
5228,26
5229,21
5230,28
5231,35
5232,18
5233,65
5234,24
5235,33
5236,20
5237,13
5238,29
5239,22
5240,35
5241,21
5242,27
5243,30
5244,22
5245,16
5246,32
5247,49
5248,55
5249,0
5250,22
5251,28
5252,36
5253,0
5254,32
5255,0
5256,46
5257,42
5258,30
5259,500
5260,250
5261,76
5262,0
5263,18
5264,241
5265,224
5266,60
5267,33
5268,60
5269,37
5270,24
5271,73
5272,41
5273,30
5274,36
5275,50
5276,43
5277,15
5278,179
5279,57
5280,10
5281,3
5282,9
5283,20
5284,30
5285,74
5286,0
5287,46
5288,31
5289,9
5290,16
5291,47
5292,15
5293,99
5294,81
5295,34
5296,74
5297,0
5298,0
5299,0
5300,102
5301,2
5302,49
5303,42
5304,38
5305,49
5306,39
5307,38
5308,49
5309,35
5310,35
5311,38
5312,21
5313,45
5314,40
5315,33
5316,33
5317,27
5318,41
5319,29
5320,47
5321,48
5322,40
5323,42
5324,40
5325,30
5326,46
5327,39
5328,34
5329,41
5330,26
5331,21
5332,40
5333,33
5334,35
5335,25
5336,51
5337,0
5338,0
5339,48
5340,48
5341,50
5342,35
5343,52
5344,34
5345,30
5346,10
5347,0
5348,51
5349,0
5350,60
5351,15
5352,106
5353,139
5354,32
5355,46
5356,51
5357,17
5358,30
5359,15
5360,0
5361,0
5362,0
5363,11
5364,53
5365,0
5366,11
5367,37
5368,33
5369,31
5370,45
5371,0
5372,32
5373,44
5374,65
5375,67
5376,29
5377,33
5378,22
5379,25
5380,73
5381,0
5382,32
5383,10
5384,2
5385,6
5386,8
5387,21
5388,28
5389,27
5390,10
5391,3
5392,0
5393,0
5394,8
5395,0
5396,36
5397,53
5398,41
5399,49
5400,42
5401,49
5402,58
5403,37
5404,59
5405,35
5406,38
5407,13
5408,26
5409,28
5410,16
5411,16
5412,3
5413,15
5414,34
5415,33
5416,31
5417,64
5418,79
5419,89
5420,9
5421,112
5422,17
5423,47
5424,50
5425,0
5426,56
5427,32
5428,20
5429,4
5430,0
5431,0
5432,22
5433,34
5434,95
5435,11
5436,80
5437,11
5438,23
5439,20
5440,12
5441,7
5442,16
5443,2
5444,19
5445,6
5446,23
5447,26
5448,36
5449,9
5450,16
5451,35
5452,76
5453,26
5454,16
5455,50
5456,77
5457,27
5458,0
5459,18
5460,78
5461,22
5462,48
5463,12
5464,77
5465,47
5466,62
5467,56
5468,31
5469,47
5470,40
5471,71
5472,53
5473,45
5474,74
5475,58
5476,46
5477,0
5478,41
5479,19
5480,18
5481,58
5482,48
5483,55
5484,57
5485,33
5486,42
5487,12
5488,9
5489,0
5490,11
5491,5
5492,0
5493,4
5494,20
5495,24
5496,53
5497,15
5498,48
5499,22
5500,58
5501,53
5502,30
5503,46
5504,57
5505,18
5506,2
5507,22
5508,13
5509,21
5510,23
5511,20
5512,51
5513,56
5514,45
5515,41
5516,0
5517,56
5518,37
5519,48
5520,90
5521,57
5522,43
5523,50
5524,65
5525,59
5526,53
5527,0
5528,0
5529,0
5530,0
5531,79
5532,53
5533,28
5534,29
5535,45
5536,72
5537,39
5538,24
5539,38
5540,26
5541,51
5542,47
5543,149
5544,0
5545,41
5546,57
5547,0
5548,0
5549,33
5550,38
5551,22
5552,20
5553,83
5554,54
5555,35
5556,47
5557,0
5558,7
5559,68
5560,30
5561,10
5562,0
5563,65
5564,50
5565,36
5566,39
5567,71
5568,0
5569,143
5570,36
5571,33
5572,41
5573,26
5574,48
5575,22
5576,50
5577,42
5578,47
5579,21
5580,35
5581,82
5582,33
5583,83
5584,62
5585,23
5586,9
5587,79
5588,68
5589,12
5590,12
5591,74
5592,49
5593,30
5594,48
5595,20
5596,45
5597,44
5598,40
5599,190
5600,68
5601,18
5602,2
5603,32
5604,57
5605,14
5606,51
5607,47
5608,59
5609,51
5610,180
5611,71
5612,4
5613,0
5614,0
5615,76
5616,41
5617,0
5618,38
5619,102
5620,0
5621,44
5622,60
5623,15
5624,1
5625,71
5626,0
5627,26
5628,6
5629,80
5630,43
5631,10
5632,228
5633,5
5634,5
5635,0
5636,0
5637,0
5638,129
5639,56
5640,61
5641,13
5642,48
5643,218
5644,19
5645,35
5646,24
5647,35
5648,37
5649,35
5650,80
5651,130
5652,27
5653,38
5654,49
5655,51
5656,38
5657,47
5658,46
5659,37
5660,34
5661,55
5662,55
5663,11
5664,35
5665,52
5666,59
5667,36
5668,32
5669,27
5670,56
5671,73
5672,34
5673,34
5674,22
5675,49
5676,2
5677,63
5678,28
5679,30
5680,30
5681,84
5682,57
5683,36
5684,10
5685,22
5686,0
5687,47
5688,28
